artist,title,lyric
  Boyz II Men  ,Brokenhearted (Soulpower Mix),Lonely brokenhearted Life's not over I can start again While I'm lonely brokenhearted It's a hurting thing to get over I'm young but I'm wise Enough to know that you Don't fall in love overnight That's why I thought if I Took my time that everything In love would be right But as soon as I closed my eyes I was saying to love Goodbye But I guess I'm Lonely brokenhearted Life's not over I can start again While I'm lonely brokenhearted It's a hurting thing to get over No more empty conversation Next time I will be totally sure Don't want the pain of falling In and out of love It's more Than my poor heart should endure So I listen to all the advice And remember each time I cry But I guess I'm Lonely brokenhearted Life's not over I can start again While I'm lonely brokenhearted It's a hurting thing to get over Lonely brokenhearted Life's not over I can start again While I'm lonely brokenhearted It's a hurting thing to get over  so I listen to all the advice And remember each time I cry only brokenhearted Lonely brokenhearted Life's not over I can start again While I'm lonely brokenhearted It's a hurting thing to get over Never gonna be alone again That's why I asked you to be My bestfriend boy you know Your always on my mind Think about ya all the time Lonely brokenhearted It's a hurting thing to get over It's a hurting thing to get over Lonely brokenhearted Life's not over I can start again While I'm lonely brokenhearted
  Horace Brown  ,I Like,"Chorus:I like (I like it) I like (I like) I like (Oh baby) I like it (I) I like, I like (kiss me allover), I like, I like (Oh yeah)  Verse 1:Patiently waiting for you to walk through the door I can hardly wait, 'cause I know what you're coming for Another night of extacy, the things you do to me Girl you give me so much pleasure, freak me baby whatever I want you to  Take me to another world (Oh baby) Freak me be my nasty girl (Freak me whatever all night) All night long girl don't hold back (Don't you hold back, no) Keep it right there girl I like it like that (I like it)  Chorus:I like (I like it) I like (I like) I like (Oh baby) I like it (I) I like, I like (kiss me allover), I like, I like (Oh yeah)  Verse 2:When the lights go down it's on until the early morn' Our bodies join together now I see it's done You lick me baby allover and I never let you go 'Cause you're my nasty lover and I'm your Scorpio  Take me to another world (Take me baby) Freak me be my nasty girl (Oh baby) All night long girl don't hold back (All night long, no, no, no baby) Keep it right there girl I like it like that (I like that)  Chorus:I like (I like it) I like (I like) I like (Oh baby) I like it (I) I like, I like (kiss me allover), I like, I like (Oh yeah)  Bridge:The way you tease me baby The way you please me baby Keep it going on On and on and on The way you tease me baby The way you please me baby Keep it going on On and on and on  Chorus x4 Bridge: till it fade"
  IN&CHOO (인앤추)  ,스냅백 (Snapback) (With Sfcrew),거리를 가득 채운 다 똑같은 얼굴들 이제는 의미 없어 내 스타일 아닌걸 자연미 하나면 난 반할듯 하지만 그런 여자 찾을 수 없는 걸 써클 없는 눈동자 손톱은 그냥 민자 눈썹은 짙고 까만 그냥 편한 여자 짧고 핫한 팬츠와 긴머린 그냥 묶자 근데 길바닥에서 내가 너를 본거야 Snapback Flat shoes Never plastic surgery Backpack 빨간 입술 화장 따윈 낭비지 Snapback 난 그게 마음에 들어 Snapback 오 너무 자연스러워 Snapback 잠깐 그냥 가지마라 Snapback 난 지금 말을 걸어 외모를 유행 따라 바꿔가며 고치는 거리에 많은 사람 대체 누가 누구야 능력도 안되면서 비싼 것 만 걸치는 허세는 과감해서 박수정도는 쳐주는 멋을 내지 않아도 멋이 나면 좋겠어 아무거나 걸쳐도 부티 날 수 없겠니 대체 어디서 그런 여자를 만날 수 있어 근데 길바닥에서 내가 너를 본거야 Snapback Flat shoes Never plastic surgery Backpack 빨간 입술 화장 따윈 낭비지 Snapback 난 그게 마음에 들어 Snapback 오 너무 자연스러워 Snapback 잠깐 그냥 가지마라 Snapback 난 지금 말을 걸어 내가 너를 본거야 Snapback Flat shoes Never plastic surgery Backpack 빨간 입술 화장 따윈 낭비지 Snapback 난 그게 마음에 들어 Snapback 오 너무 자연스러워 Snapback 잠깐 그냥 가지마라 Snapback 난 지금 말을 걸어
  Ruff Endz  ,You,I betcha that I could read your mind And tell you everything you're going through Baby I cry to find a thousand reasons why You're alone and acting so cold Tell me how long you've been this way Maybe I can open up your heart See I've been waiting all my life for someone just like you And I know you've been waiting too For someone to love you All you need is someone who cares Someone who will always be there All you need is to say is that you want me to be with you Girl I know you waited so long For someone to love you  Baby I wish I could be there For every time you ever shed a tear Baby I hate to see a pretty girl like you Going through the things that you do yeah Girl I think you've gone for far too long Without a good man to make you smile Now how can I appeal to you and make you understand That I'm here what are you waiting for Someone to love you All you need is someone who cares Someone who will always be there All you need is to say is that you want me to be with you Girl I know you waited so long For someone to love you Maybe you've been waiting for a man from all your fairy tales Or maybe just a man from all your dreams Try and think reality enjoy the possibilities cause girl you now you've waited so long For someone to love you you you you you You waited oh so long All you need is someone to care Someone who will always be there All you need is someone to care Someone who will always be there All you need is someone to care Someone who will always be there All you need is someone to care Someone who will always be there
  Homemadesoul  ,24／7,So many pitfalls in our life It seems to be no end When troubles come around We find out our true friends Why look to earthly pleasures Sprinkled all over with sin Just get on Jesus side and he'll show you a better end He's a 24/7 On time ever Lasting real true friend He's a 24/7 On time ever Lasting real true friend His love is overflowing There is nothing he can't do Just have the faith of a mustard seed And he'll give it to you He'll Stand the test of time He'll stay right by your side While other run away In his arms you can safely hide He's a 24/7 On time ever Lasting real true friend He's a 24/7 On time ever 24/7 On time everlasting 24/7 He's my best friend 24/7 On time everlasting 24/7 He's my best friend 24/7 On time everlasting 24/7 He's my best friend 24/7 On time everlasting 24/7 He's my best friend 24/7 On time everlasting 24/7 He's my best friend 24/7 On time everlasting 24/7 He's my best friend
  Joe  ,Make You My Baby,yo i wanna talk about tonight you know what's gonna happen you and me listen i hear your body calling baby asking me girl you're a prisoner you need to be set free your body speaking words that only my body can hear i feel the time is right because we're alone up in here you're staring at me as if you want me right now girl i know exactly what you need i know what you need so many nights i've dreamed of laying you down because you're a special lady and tonight i'm gonna be making you my baby Make you my baby Make you my baby Make you my baby Make you my baby Make you my baby Make you my baby Make you my baby Make you my baby Make you my baby baby your voice is whispering telling me to take control our hearts are beating fast as we taking off our clothes girl i can feel the heat getting strong to sweat baby you and me making history sexually you're staring at me you're staring at me as if you want me right now girl i know exactly what you need i know what you need so many nights i've dreamed of laying you down because you're a special lady and tonight i'm gonna be making you my baby Make you my baby Make you my baby Make you my baby Make you my baby Make you my baby Make you my baby Make you my baby Make you my baby after tonight you'll be baby a part of me we'll make history baby sexually girl this chemistry last an eternity because you're a special lady and tonight i'm gonna be making you my baby Make you my baby Make you my baby Make you my baby Make you my baby Make you my baby Make you my baby Make you my baby Make you my baby Make you my baby Make you my baby Make you my baby Make you my baby Make you my baby Make you my baby
  문사운드  ,winter film (Feat. flowER),너의 어깨 위로 내려앉았던 눈꽃들이 문득 생각나 발개진 손으로 탈탈 털고서 해사히 웃던 너 내 영원이자 또 온기였었지 추운 겨우내 너로 버텼으니 온 세상이 녹았어 너랑 있으면 길어진 밤도 꽤 버틸만했어 oh baby do you remember the day 필름 속 담긴 우리의 겨울이 혹시나 점점 흐려질까 봐 자꾸 꺼내보게 되나 봐 oh baby do you remember the day 필름 속 담긴 우리의 겨울이 가끔 미치도록 그립고 또 애타면 널 찾아갈게 그리고 안아줄게 두 볼 위로 닿았던 그 따스함 오직 너와 나만 있었던 시간 온 세상이 녹았어 너랑 있으면 길어진 밤도 꽤 버틸 만 했어 oh baby do you remember the day 필름 속 담긴 우리의 겨울이 혹시나 점점 흐려질까 봐 자꾸 꺼내보게 되나 봐 oh baby do you remember the day 필름 속 담긴 우리의 겨울이 가끔 미치도록 그립고 또 애타면 널 찾아갈게 그리고 안아줄게 밤새 몰아치는 눈보라도 문 틈새로 스며드는 바람에도 네 생각은 흩어지질 못 하네 oh baby do you remember the day 필름 속 담긴 우리의 겨울이 혹시나 점점 흐려질까 봐 자꾸 꺼내보게 되나 봐 oh baby do you remember the day 필름 속 담긴 우리의 겨울이 가끔 미치도록 그립고 또 애타면 널 찾아갈게 그리고 안아줄게
  Thundercat  ,Tenfold,Maybe you'll see one day We'll be free From fear from fear remember my name I won't forget you even passing I know we'll be don't you forget me Strange how things work nothing's promised Let your heart beat you'll guide mine Your guide always we will survive I will go on no need for care Won't you trust me I know it's hard when you can't trust No one nothing you can't let love go You can trust me I will never leave you Right here always by your side Heavy dare we got to Share this love Who knows maybe we'll learn to fly
  ILPK  ,U R My Special (Feat. The Note),"You are my everything, because i do love you so. 흔적없이 날 떠난 그댈 아직, miss you. still love me, baby tell me, i wanna be shine for you, just like the brightly morning star. 저 화려한 네온 불빛 사이로 그댈 찾아 헤메이는 내 마음 영원할 순 없는 걸 I miss you my girl 그때로 다시 돌아갈순 없나요 (you said me) 그댄 영원히 내곁에 함께 하고 싶다고 (now I telling you) 난 그대에게 다하지 못한게 너무 후회로남아 You are my everything,because i do love you so 흔적없이 날 떠난 그댈 아직, miss you. still love me, baby tell me, i wanna be shine for you, just like the brightly morning star. 시간이 흘러서, 모든것이 변해서 너와 내가 멀어져 이제 볼수없다 해도 I trust you, that you're my love. never leave, me alone, promise I do all for you i can't believe i broken your heart 그댈위해 했던 수많은 거짓말들 I'm sorry 이제 다시 돌이킬수 없지만 Baby Baby 만약 그댈 마주 한다면 I give you my all she loved me 이미 끝난 일이라고 해도 i loving you 허락해 준다면 더 이상 아무것도 난 필요치 않은데 You are my everything, because i do love you so 흔적없이 날 떠난 그댈 아직, miss you. still love me, baby tell me, i wanna be shine for you, just like the brightly morning star. 시간이 흘러서, 모든것이 변해서 너와 내가 멀어져 이제 볼수없다 해도 i trust you, that you're my love. never leave, me alone, promise I do all for you. 난 사실 알고 있었어 i coudn't be your luv 그냥 꿈이었다고 생각해 y r the one 다만 그대를 끝내 잊지 못하는 날 너무많이 미워하지 않길 바래 시간이 지나면 모든게 하나씩 everythings gonna be alright i won't miss you any more~ now i'm so deep and blue, just give me one more chance 흔적없이 날 떠난 그댈 아직, loving you forgive me, and hold me. never gonna let you go, please baby come back and kiss me now 그댄 내게 전부야, 바라는건 하나야 스치듯이 다가가 단 한번 볼수만 있다면 look at me, my girl. i can't live, without you, cause you're the reason for I live. You are my everything, because i do love you so 흔적없이 날 떠난 그댈 아직, miss you. still love me, baby tell me, i wanna be shine for you, just like the brightly morning star. 시간이 흘러서, 모든것이 변해서 너와내가 멀어져 볼수없다 해도"
  키 (KEY)  ,I Will Fight (Feat. 빈첸 (VINXEN)),나를 겨눴던 그 말이 후회로만 가득해서 네 손이 닿던 모든 것 그 흔적에 살아가 난 환하게 비춰주던 해는 이제 노을의 빛 어둠이 오면 별이 된 너를 찾을래 I'm gonna be your light 이젠 더 아프지 마 I will live for you for us 너를 위한 My life 너는 내게 Red line 어두워진 Sun light 걸어가 시간 속을 For the rest of my life 너를 위한 My life 오랜만이야 난 바빴어 핑계밖에 못 대 나빠서 기억 너머의 네 모습 흐려지면 그제서야 꺼내봐 빛 바랜 사진들 널 내 울음으로 울려놓고 아무것도 해준 게 없어서 이제 준비됐음 뭐해 네가 없는데 너에게만 약속했던 것들 거의 이뤘고 난 많이 달라져 보여도 아직 그 시간 속에 살아 마지막 나에 대한 너의 책은 희극이었기를 안 좋은 페이지 다 태워버리고 따뜻하게 쉬길 끝내지 못하는 Pages 써내려가 비어 있는 그림 다 채워가 꺼진 촛불을 Rewind 기억속을 Remind 흑백의 우리 Oh 빛을 내 Eternity 남아있어 내 빛이 되어준 넌 평생 함께야 그림자처럼 대체 불능한 네 존잴 어찌 잊겠니 단지 기억 속에 장면이 흐려진다는 게 좀 마음에 안들뿐이지 넌 여전히 옆에 있어 내 옆에 있어 For the rest of my life For the rest of my life For the rest of my life 달려가 시간 속을 너를 위한 My life 마음 한 켠에선 내일을 등지고 도망치고 싶단 걸 알지만 세상에 내가 남겨진 의미는 뭔지 너도 몰랐을 너를 찾게 해 줄게 거울이 비춰준 나와 Fight for you for us For the rest of my life 소리도 없이 마지막으로 Good bye 너를 위한 My life 너는 내게 Red line 어두워진 Sun light I will live for you for us 너를 위한 My life 드리워진 그림자 속에 너를 찾아 빛내는 Life
